molecule_chembl_id,canonical_smiles,standard_value,standard_value_M,pIC50,MW,LogP,NumHDonors,NumHAcceptors
CHEMBL1744009,Cl.c1ccc(CCN2CCC3(CCCc4ccccc43)CC2)cc1,5.012,5.012e-09,8.299988937677888,341.92600000000004,5.021000000000004,0,1
CHEMBL1744006,Cc1ccc(CN2CCC3(CCc4ccccc43)CC2)cc1.Cl,5.888,5.888e-09,8.230032198670557,327.89900000000006,4.896820000000005,0,1
CHEMBL1744005,Cl.c1ccc2c(c1)CCC21CCN(CC2CCCO2)CC1,3.162,3.162e-09,8.500038134403809,307.86500000000007,3.5672000000000024,0,2
CHEMBL1744012,COc1ccc2c(c1)C1(CCC2)CCN(Cc2ccccc2)CC1.Cl,74.13,7.413e-08,7.130005999878258,357.925,4.987100000000006,0,2
CHEMBL1744007,Cl.Clc1ccc2c(c1)CCCC21CCN(Cc2ccccc2)CC1,6.761,6.761000000000001e-09,8.169989064063882,362.34400000000005,5.631900000000006,0,1
CHEMBL555052,COc1ccc(CC(C)N)cc1OCCc1ccccc1.Cl,1000.0,1.0000000000000002e-06,6.0,321.8479999999999,3.628200000000002,1,3
CHEMBL542481,CCc1cccc(NC(=N)Nc2cc(Br)cc(CC)c2Br)c1.Cl,18.2,1.82e-08,7.739928612014925,461.6290000000001,6.216970000000003,3,1
CHEMBL552605,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(OC(F)(F)F)c2Br)c1.Cl,261.0,2.61e-07,6.583359492661719,480.75600000000003,6.377370000000004,2,2
CHEMBL543200,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(Br)c2Cl)c1.Cl,494.0,4.940000000000001e-07,6.306273051076353,449.24500000000006,6.291670000000003,2,2
CHEMBL543673,CCc1cccc(N(C)C(=N)Nc2cc(Cl)ccc2Cl)c1.Cl,28.5,2.85e-08,7.54515513999149,358.7,5.460670000000003,2,1
CHEMBL541860,CCc1cccc(NC(=N)Nc2ccccc2C(C)C)c1.Cl,20.6,2.06e-08,7.686132779630847,317.864,5.252970000000004,3,1
CHEMBL542736,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2Cl)c1.Cl,17.3,1.7300000000000003e-08,7.761953896871204,406.27900000000005,6.364170000000003,3,1
CHEMBL553747,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(C(F)(F)F)c2Br)c1.Cl,224.0,2.2400000000000002e-07,6.649751981665837,515.599,6.697670000000003,2,1
CHEMBL541848,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(OC(F)(F)F)c2Br)c1.Cl,113.0,1.13e-07,6.94692155651658,531.5980000000001,6.577470000000003,2,2
CHEMBL543432,CCc1cccc(NC(=N)Nc2ccc(Cl)cc2)c1.Cl,20.0,2e-08,7.698970004336019,310.228,4.782970000000002,3,1
CHEMBL542964,CCc1cccc(N(C)C(=N)Nc2ccccc2)c1.Cl,42.8,4.28e-08,7.368556230986828,289.81,4.153870000000003,2,1
CHEMBL542486,CCc1cccc(N(C)C(=N)N(C)c2cc(Br)ccc2Br)c1.Cl,381.0,3.8100000000000004e-07,6.419075024324381,461.6290000000001,5.7031700000000045,1,1
CHEMBL543431,CCc1cccc(NC(=N)Nc2ccc(Cl)c(Cl)c2)c1.Cl,31.8,3.18e-08,7.497572880015567,344.67299999999994,5.436370000000003,3,1
CHEMBL545076,CCc1cccc(N(C)C(=N)N(C)c2cc(CC)ccc2Cl)c1.Cl,241.0,2.41e-07,6.617982957425132,366.33599999999996,5.393970000000005,1,1
CHEMBL542487,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2Cl)c1.Cl,4.5,4.5000000000000014e-09,8.346787486224656,366.33599999999996,5.907770000000005,3,1
CHEMBL543427,CCc1cccc(NC(=N)Nc2cc(SC)cc(CC)c2Cl)c1.Cl,15.8,1.5800000000000006e-08,7.801342913045577,384.37600000000003,6.067270000000004,3,2
CHEMBL543664,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Br)c1.Cl,221.0,2.21e-07,6.655607726314889,464.757,6.497570000000004,2,1
CHEMBL543196,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(SC)c2Br)c1.Cl,113.0,1.13e-07,6.94692155651658,493.6960000000001,6.400770000000004,2,2
CHEMBL554618,CCc1cccc(N(C)C(=N)Nc2ccccc2Cl)c1.Cl,71.8,7.180000000000002e-08,7.1438755557577,324.25500000000005,4.8072700000000035,2,1
CHEMBL544842,CCc1cccc(NC(=N)Nc2cccc(Br)c2)c1.Cl,10.3,1.03e-08,7.987162775294828,354.67900000000003,4.892070000000003,3,1
CHEMBL545544,CCc1cccc(N(C)C(=N)Nc2cc(C)cc(CC)c2Cl)c1.Cl,45.3,4.53e-08,7.343901797987168,366.33599999999996,5.678090000000005,2,1
CHEMBL543434,CCc1cccc(NC(=N)N(C)c2cccc(CC)c2)c1.Cl,82.0,8.2e-08,7.086186147616283,317.864,4.716270000000004,2,1
CHEMBL545769,CCc1cccc(N(C)C(=N)Nc2cccc(SC)c2)c1.Cl,164.0,1.64e-07,6.785156151952302,335.90400000000005,4.875770000000004,2,2
CHEMBL542491,CCc1cccc(NC(=N)Nc2cccc(Cl)c2Cl)c1.Cl,13.3,1.3300000000000002e-08,7.876148359032914,344.67299999999994,5.436370000000003,3,1
CHEMBL545311,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(SC)c2Br)c1.Cl,1034.0,1.034e-06,5.985479461242076,460.89400000000006,6.3601700000000045,2,3
CHEMBL539299,CCc1cccc(NC(=N)Nc2ccc(Cl)cc2Cl)c1.Cl,36.5,3.65e-08,7.437707135543525,344.67299999999994,5.436370000000003,3,1
CHEMBL543436,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2Cl)c1.Cl,115.0,1.1500000000000001e-07,6.939302159646388,420.3060000000001,6.388470000000004,2,1
CHEMBL545537,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(C(F)(F)F)c2Br)c1.Cl,755.0,7.550000000000001e-07,6.122053048370812,482.7970000000001,6.657070000000004,2,2
CHEMBL543201,CCc1cccc(NC(=N)Nc2cccc(CC)c2)c1.Cl,30.1,3.0100000000000005e-08,7.521433504406157,303.83699999999993,4.691970000000004,3,1
CHEMBL553034,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2Br)c1.Cl,5.7,5.7000000000000006e-09,8.244125144327509,410.787,6.016870000000004,3,1
CHEMBL540838,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(SC)c2Br)c1.Cl,180.0,1.8000000000000002e-07,6.7447274948966935,442.854,6.200670000000005,2,2
CHEMBL542957,CCc1cccc(N(C)C(=N)Nc2ccccc2I)c1.Cl,234.0,2.34e-07,6.6307841425898575,415.70599999999996,4.7584700000000035,2,1
CHEMBL543428,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2Cl)c1.Cl,112.0,1.1200000000000001e-07,6.950781977329818,380.363,5.932070000000006,2,1
CHEMBL543199,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(C(F)(F)F)c2Cl)c1.Cl,421.0,4.21e-07,6.375717904164332,438.34600000000006,6.547970000000004,2,2
CHEMBL542730,CCc1cccc(NC(=N)Nc2cc(C)cc(CC)c2Cl)c1.Cl,30.7,3.0700000000000004e-08,7.512861624522813,352.3089999999999,5.653790000000004,3,1
CHEMBL555606,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(SC)c2Cl)c1.Cl,178.0,1.78e-07,6.749579997691106,398.40299999999996,6.091570000000005,2,2
CHEMBL544142,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(S(C)(=O)=O)c2Br)c1.Cl,3378.0,3.378e-06,5.47134035476501,525.6940000000002,5.0823700000000045,2,3
CHEMBL545777,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc([S+](C)[O-])c2Br)c1.Cl,1947.0,1.947e-06,5.710634048479968,509.6950000000001,5.416270000000004,2,2
CHEMBL2093907,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(CC)c2Br)c1.Cl,299.0,2.99e-07,6.52432881167557,442.8540000000001,6.200670000000005,2,2
CHEMBL554868,CCc1cccc(N(C)C(=N)Nc2cc(Cl)cc(SC)c2Cl)c1.Cl,130.0,1.3e-07,6.886056647693163,404.79400000000004,6.182570000000004,2,2
CHEMBL539549,CCc1cccc(N(C)C(=N)Nc2ccc(Cl)cc2)c1.Cl,45.7,4.5700000000000006e-08,7.34008379993015,324.25500000000005,4.8072700000000035,2,1
CHEMBL545310,CCc1cccc(NC(=N)Nc2ccccc2Cl)c1.Cl,15.9,1.59e-08,7.798602875679548,310.228,4.782970000000002,3,1
CHEMBL553312,CCc1cccc(NC(=N)Nc2cc(Cl)ccc2Cl)c1.Cl,11.8,1.18e-08,7.928117992693875,344.67299999999994,5.436370000000003,3,1
CHEMBL554054,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1.Cl,2535.0,2.5350000000000003e-06,5.596022036330645,339.87000000000006,5.307070000000004,2,1
CHEMBL545312,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(SC)c2Cl)c1.Cl,480.0,4.800000000000001e-07,6.318758762624412,416.44300000000004,6.251070000000005,2,3
CHEMBL540831,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2F)c1.Cl,79.0,7.9e-08,7.102372908709558,403.85100000000006,5.874170000000004,2,1
CHEMBL556043,CCc1cccc(NC(=N)Nc2ccccc2C)c1.Cl,10.8,1.08e-08,7.966576244513051,289.81,4.437990000000003,3,1
CHEMBL538289,CCc1cccc(N(C)C(=N)Nc2ccccc2C(C)C)c1.Cl,362.0,3.6200000000000004e-07,6.441291429466834,331.891,5.277270000000005,2,1
CHEMBL543192,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2Br)c1.Cl,203.0,2.03e-07,6.692503962086787,424.814,6.0411700000000055,2,1
CHEMBL538052,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(CC)c2Cl)c1.Cl,309.0,3.090000000000001e-07,6.510041520575165,398.4030000000001,6.091570000000004,2,2
CHEMBL538283,CCc1cccc(N(C)C(=N)Nc2cccc(Br)c2)c1.Cl,40.0,4e-08,7.397940008672037,368.70599999999996,4.916370000000003,2,1
CHEMBL545079,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Cl)c1.Cl,200.0,2.0000000000000002e-07,6.698970004336019,420.306,6.388470000000004,2,1
CHEMBL545545,CCc1cccc(N(C)C(=N)Nc2ccc(Cl)c(Cl)c2)c1.Cl,39.0,3.900000000000001e-08,7.4089353929735005,358.7,5.460670000000004,2,1
CHEMBL538036,CCc1cccc(NC(=N)Nc2ccccc2CC)c1.Cl,18.5,1.85e-08,7.732828271596986,303.83699999999993,4.691970000000003,3,1
CHEMBL544144,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2Br)c1.Cl,205.0,2.0500000000000002e-07,6.688246138944246,464.7570000000001,6.497570000000004,2,1
CHEMBL545542,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(CC)c2Br)c1.Cl,40.2,4.02e-08,7.39577394691553,475.6560000000001,6.2412700000000045,2,1
CHEMBL552829,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2F)c1.Cl,7.4,7.400000000000001e-09,8.130768280269024,349.88100000000003,5.393470000000004,3,1
CHEMBL540326,CCc1cccc(N(C)C(=N)Nc2cc(Cl)cc(C(F)(F)F)c2Cl)c1.Cl,110.0,1.1e-07,6.958607314841775,426.69700000000006,6.479470000000003,2,1
CHEMBL542959,CCc1cccc(NC(=N)Nc2cc(Cl)cc(Cl)c2)c1.Cl,69.9,6.990000000000001e-08,7.155522824254319,344.67299999999994,5.436370000000003,3,1
CHEMBL555698,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2Cl)c1.Cl,97.0,9.700000000000001e-08,7.013228265733755,358.7,5.460670000000003,2,1
CHEMBL552831,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2)c1.Cl,8.0,8e-09,8.096910013008056,331.891,5.254370000000004,3,1
CHEMBL553749,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2Br)c1.Cl,19.6,1.9600000000000003e-08,7.707743928643524,450.7300000000001,6.473270000000004,3,1
CHEMBL542478,CCc1cccc(NC(=N)N(C)c2cc(CC)ccc2Cl)c1.Cl,156.0,1.5600000000000002e-07,6.806875401645538,352.3089999999999,5.369670000000005,2,1
CHEMBL555091,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2)c1.Cl,43.5,4.3500000000000006e-08,7.361510743045363,324.25500000000005,4.8072700000000035,2,1
CHEMBL540841,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2F)c1.Cl,23.9,2.39e-08,7.621602099051862,389.824,5.849870000000004,3,1
CHEMBL553167,CCc1cccc(NC(=N)N(C)c2cc(Cl)ccc2Cl)c1.Cl,64.0,6.4e-08,7.1938200260161125,358.7,5.460670000000003,2,1
CHEMBL543433,CCc1cccc(NC(=N)Nc2c(Cl)cccc2Cl)c1.Cl,14.4,1.4400000000000002e-08,7.841637507904751,344.67299999999994,5.436370000000002,3,1
CHEMBL555099,CCc1cccc(N(C)C(=N)Nc2ccccc2Br)c1.Cl,125.0,1.2500000000000002e-07,6.903089986991944,368.70599999999996,4.916370000000004,2,1
CHEMBL542238,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2F)c1.Cl,113.0,1.13e-07,6.94692155651658,363.9080000000001,5.417770000000005,2,1
CHEMBL542956,CCc1cccc(N(C)C(=N)N(C)c2cc(Cl)ccc2Cl)c1.Cl,39.3,3.93e-08,7.405607449624573,372.72700000000003,5.484970000000004,1,1
CHEMBL554355,CCc1cccc(NC(=N)Nc2cccc(Cl)c2)c1.Cl,27.0,2.7e-08,7.568636235841013,310.228,4.782970000000003,3,1
CHEMBL87321,CNC1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1,21.1,2.1100000000000004e-08,7.675717544702307,287.79,3.7117000000000013,2,2
CHEMBL553745,CN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,3.47,3.47e-09,8.459670525209127,287.834,4.116700000000004,0,1
CHEMBL542419,C=CCNC1Cc2ccccc2C(c2ccccc2)C1.Cl,117.0,1.17e-07,6.931814138253839,299.84499999999997,4.330700000000005,1,1
CHEMBL316267,CN(C)[C@H]1CCc2ccccc2[C@H]1c1ccccc1,2755.0,2.7550000000000003e-06,5.559878396812196,251.37300000000002,3.694900000000003,0,1
CHEMBL543134,Br.CN(C)C1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,34.3,3.43e-08,7.464705879957229,364.28300000000013,3.6840000000000037,2,3
CHEMBL544309,CCN(CC)C1Cc2ccccc2C(c2ccccc2)C1.Cl,4.49,4.490000000000001e-09,8.347753658996677,315.8880000000001,4.896900000000006,0,1
CHEMBL544078,Cl.NC1Cc2ccccc2C(c2ccccc2)C1,3305.0,3.305e-06,5.480828536178341,259.78000000000003,3.5138000000000025,1,1
CHEMBL540038,C=CCN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,8.9,8.9e-09,8.050609993355087,313.872,4.672900000000006,0,1
CHEMBL542167,CN(C)[C@@]1(C)Cc2ccccc2[C@H](c2ccccc2)C1.Cl,0.51,5.1e-10,9.292429823902063,301.86100000000005,4.5068000000000055,0,1
CHEMBL538263,Br.NC1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,10000.0,1e-05,5.0,336.2290000000001,3.081100000000002,3,3
CHEMBL545477,CN(C)[C@H]1Cc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1.Cl,0.29,2.9e-10,9.537602002101044,338.2780000000001,4.475700000000003,1,2
CHEMBL2093895,CN(C)[C@]1(C)Cc2ccccc2[C@@H](c2ccccc2)C1.Cl,9.0,9.000000000000001e-09,8.045757490560675,301.86100000000005,4.5068000000000055,0,1
CHEMBL545249,CN(C)C1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1.Cl,1.4,1.4e-09,8.853871964321762,338.2780000000001,4.475700000000003,1,2
CHEMBL539274,C=CCN(CC=C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,26.5,2.65e-08,7.576754126063192,339.91,5.229100000000005,0,1
CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,64.0,6.4e-08,7.1938200260161125,426.4880000000001,4.826600000000004,0,6
CHEMBL60872,NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12,215.0,2.15e-07,6.667561540084395,397.4730000000001,3.510200000000002,1,5
CHEMBL300150,Fc1ccc(OCCCN2CCN(c3ncc(F)cn3)CC2)cc1,89.0,8.9e-08,7.050609993355087,334.37000000000006,2.3459000000000003,0,5
CHEMBL59006,NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,52.0,5.2e-08,7.2839966563652,335.47100000000023,2.4254999999999995,1,5
CHEMBL300556,CC(=O)NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,49.0,4.9e-08,7.309803919971486,389.4500000000001,2.5343999999999998,1,5
CHEMBL58282,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,504.0,5.040000000000001e-07,6.297569463554475,493.62400000000036,3.5844000000000023,1,6
CHEMBL60859,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,112.0,1.1200000000000001e-07,6.950781977329818,348.39700000000005,2.390600000000001,1,5
CHEMBL61303,O=S(=O)(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,45.0,4.5000000000000006e-08,7.346787486224656,382.43600000000015,1.7408,0,6
CHEMBL300351,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,1520.0,1.52e-06,5.818156412055227,505.5660000000002,3.515900000000002,1,6
CHEMBL301642,CC(=O)OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,227.0,2.27e-07,6.6439741428068775,390.43400000000014,2.961400000000001,0,6
CHEMBL57297,O=C(OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccccc1,3500.0,3.5000000000000004e-06,5.455931955649724,452.5050000000002,4.255300000000004,0,6
CHEMBL58283,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,2.0,2e-09,8.698970004336019,457.56900000000036,4.0359000000000025,1,5
CHEMBL61177,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12,88.0,8.800000000000002e-08,7.055517327849832,398.4570000000001,3.5438000000000027,1,5
CHEMBL293364,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,100.0,1.0000000000000001e-07,7.0,469.5110000000002,3.967400000000003,1,5
CHEMBL58566,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12)c1ccc(F)cc1,1.0,1e-09,9.0,555.6260000000003,4.669100000000005,1,6
CHEMBL61304,Fc1cnc(N2CCN(CCCCc3ccc(F)c4ccccc34)CC2)nc1,213.0,2.1300000000000001e-07,6.671620396561262,382.4580000000001,4.052900000000003,0,4
CHEMBL60814,Fc1ccc(CCCCN2CCN(c3ncc(F)cn3)CC2)cc1,23.0,2.3e-08,7.638272163982407,332.3980000000001,2.899700000000001,0,4
CHEMBL57606,OC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,12.0,1.2000000000000002e-08,7.920818753952375,336.4550000000002,2.4591000000000003,1,5
CHEMBL58601,Fc1ccc(SCCCN2CCN(c3ncc(F)cn3)CC2)cc1,51.0,5.1e-08,7.292429823902063,350.4380000000001,3.0592000000000015,0,5
CHEMBL322275,COc1cccc2c1CCCC2CCCN1CCN(c2ccccc2)CC1,198.0,1.98e-07,6.703334809738469,364.533,4.717500000000005,0,3
CHEMBL424125,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2,64.1,6.41e-08,7.193141970481182,394.5590000000002,4.726100000000004,0,4
CHEMBL174300,COc1ccccc1N1CCN(CC/C=C2\CCCc3ccccc32)CC1,55.0,5.5e-08,7.259637310505756,362.5170000000001,4.627200000000005,0,3
CHEMBL367723,COc1ccc2c(c1)C(CCCN1CCN(c3cccc(C(F)(F)F)c3)CC1)CCC2,87.5,8.750000000000002e-08,7.057991946977687,432.53000000000014,5.736300000000006,0,3
CHEMBL172363,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)CCC2,92.8,9.28e-08,7.032452023781138,408.5860000000002,5.116200000000005,0,4
CHEMBL171181,COc1ccc2c(c1)C(CCCN1CCN(c3ccccn3)CC1)CCC2,125.0,1.2500000000000002e-07,6.903089986991944,365.52100000000013,4.112500000000003,0,4
CHEMBL148055,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccc2)CC1,54.4,5.4400000000000004e-08,7.26440110030182,362.51700000000005,4.627200000000004,0,3
CHEMBL444590,COc1cccc2c1CCCC2CCCN1CCN(c2ccccn2)CC1,67.5,6.75e-08,7.170696227168975,365.521,4.112500000000003,0,4
CHEMBL108241,COc1ccccc1N1CCN(CCNC2CCCc3c(OC)cccc32)CC1,151.0,1.5100000000000004e-07,6.82102305270683,395.5470000000002,3.493000000000002,1,5
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.64,5.64e-09,8.248720896016657,375.87100000000015,4.425600000000004,1,3
CHEMBL172556,COc1ccc2c(c1)C(SCCN1CCN(c3ccccc3OC)CC1)CCC2,138.0,1.3800000000000004e-07,6.860120913598763,412.5990000000002,4.636600000000004,0,5
CHEMBL175300,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccn2)CC1,52.0,5.2e-08,7.2839966563652,363.50500000000005,4.022200000000002,0,4
CHEMBL140406,COc1cccc2c1CCC/C2=C\CCN1CCN(c2ccccn2)CC1,99.1,9.91e-08,7.003926345514724,363.50500000000005,4.022200000000003,0,4
CHEMBL366459,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)=CCC2,53.5,5.35e-08,7.2716462179787715,406.57000000000016,5.0259000000000045,0,4
CHEMBL172161,COc1ccccc1N1CCN(CCCC2=CCCc3c(OC)cccc32)CC1,33.0,3.3000000000000004e-08,7.481486060122112,392.5430000000002,4.635800000000004,0,4
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,263.0,2.63e-07,6.580044251510242,385.5120000000001,2.0881999999999996,0,6
CHEMBL367435,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)=CCC2,228.0,2.28e-07,6.642065152999546,392.5430000000002,4.635800000000004,0,4
CHEMBL277302,COc1ccc2c(c1)C(CCCN1CCN(c3ccccn3)CC1)=CCC2,246.0,2.46e-07,6.609064892896621,363.5050000000001,4.022200000000003,0,4
CHEMBL143110,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3)CC1)=CCC2,173.0,1.73e-07,6.761953896871205,362.5170000000001,4.627200000000005,0,3
CHEMBL26929,COc1ccccc1N1CCN(CCCC2CCCc3c(OC)cccc32)CC1,59.9,5.99e-08,7.222573177610688,394.55900000000014,4.726100000000005,0,4
CHEMBL174083,COc1ccccc1N1CCN(CCCC2CCCc3ccsc32)CC1,9.7,9.7e-09,8.013228265733755,370.56200000000007,4.779000000000004,0,4
CHEMBL173190,COc1ccccc1N1CCN(CC/C=C2\CCCc3c(OC)cccc32)CC1,52.2,5.22e-08,7.282329496997738,392.5430000000002,4.635800000000004,0,4
CHEMBL288623,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(n4c(O)nc5ccccc54)CC3)cc12,369.0,3.6900000000000004e-07,6.432973633840939,537.6600000000003,6.791600000000007,1,7
CHEMBL289767,O=c1cc(-c2ccccc2Cl)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,47.0,4.7000000000000004e-08,7.327902142064283,455.9820000000004,5.509300000000007,1,5
CHEMBL286353,CN(C)CCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,227.0,2.27e-07,6.6439741428068775,393.5270000000001,5.741000000000006,0,4
CHEMBL37508,O=c1cc(-c2ccccc2)oc2ccc(OCCCCN3CCC(O)CC3)cc12,337.0,3.37e-07,6.4723700991286615,393.4830000000002,4.075700000000003,1,5
CHEMBL288933,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCC(O)CC3)ccc12,33.0,3.3000000000000004e-08,7.481486060122112,393.4830000000001,4.075700000000004,1,5
CHEMBL340532,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,281.0,2.8100000000000004e-07,6.55129368009492,369.8480000000001,4.430800000000004,0,4
CHEMBL38322,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCOCC3)cc12,713.0,7.13e-07,6.146910470148135,407.5100000000003,4.731400000000004,0,5
CHEMBL39445,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,100.0,1.0000000000000001e-07,7.0,421.53700000000026,4.8559000000000045,1,5
CHEMBL39941,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCC(O)CC3)ccc12,55.0,5.5e-08,7.259637310505756,407.51000000000016,4.465800000000004,1,5
CHEMBL291300,O=c1cc(-c2ccccc2)oc2c(OCCCCCCN3CCC(O)CC3)cccc12,36.0,3.6000000000000005e-08,7.443697499232712,421.5370000000002,4.8559000000000045,1,5
CHEMBL446358,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1,235.0,2.3500000000000005e-07,6.628932137728263,361.819,4.980300000000003,0,2
CHEMBL6224,C1=C(c2ccccc2)CCNC1,1000.0,1.0000000000000002e-06,6.0,159.23199999999997,2.0633,1,1
CHEMBL38514,O=c1cc(-c2cccc(Cl)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,156.0,1.5600000000000002e-07,6.806875401645538,455.9820000000004,5.509300000000007,1,5
CHEMBL39615,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCCN3CCC(O)CC3)cc12,79.0,7.9e-08,7.102372908709558,449.59100000000035,5.636100000000006,1,5
CHEMBL287975,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCOCC3)cc12,239.0,2.39e-07,6.621602099051862,413.55800000000033,5.112100000000005,0,5
CHEMBL40676,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,101.0,1.01e-07,6.995678626217358,405.5380000000003,5.885100000000006,0,4
CHEMBL412640,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,55.0,5.5e-08,7.259637310505756,411.58600000000035,6.265800000000007,0,4
CHEMBL35714,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,22.0,2.2000000000000002e-08,7.657577319177793,449.5910000000003,5.636100000000006,1,5
CHEMBL126086,COc1ccc(C(=O)CCN2CC=C(c3ccc(Cl)cc3)CC2)cc1OC,495.0,4.95e-07,6.305394801066432,385.8910000000002,4.719300000000005,0,4
CHEMBL38897,CN(CCO)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,242.0,2.42e-07,6.616184634019569,395.4990000000001,4.323300000000003,1,5
