molecule_chembl_id,canonical_smiles,standard_value,standard_value_M,pIC50
CHEMBL544142,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(S(C)(=O)=O)c2Br)c1.Cl,3378.0,3.378e-06,5.47134035476501
CHEMBL545777,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc([S+](C)[O-])c2Br)c1.Cl,1947.0,1.947e-06,5.710634048479968
CHEMBL2093907,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(CC)c2Br)c1.Cl,299.0,2.99e-07,6.52432881167557
CHEMBL554868,CCc1cccc(N(C)C(=N)Nc2cc(Cl)cc(SC)c2Cl)c1.Cl,130.0,1.3e-07,6.886056647693163
CHEMBL539549,CCc1cccc(N(C)C(=N)Nc2ccc(Cl)cc2)c1.Cl,45.7,4.5700000000000006e-08,7.34008379993015
CHEMBL545310,CCc1cccc(NC(=N)Nc2ccccc2Cl)c1.Cl,15.9,1.59e-08,7.798602875679548
CHEMBL553312,CCc1cccc(NC(=N)Nc2cc(Cl)ccc2Cl)c1.Cl,11.8,1.1800000000000001e-08,7.928117992693875
CHEMBL554054,CCc1cccc(N(C)C(=N)Nc2cccc3ccccc23)c1.Cl,2535.0,2.5350000000000003e-06,5.596022036330645
CHEMBL545312,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(SC)c2Cl)c1.Cl,480.0,4.800000000000001e-07,6.318758762624412
CHEMBL540831,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2F)c1.Cl,79.0,7.9e-08,7.102372908709558
CHEMBL556043,CCc1cccc(NC(=N)Nc2ccccc2C)c1.Cl,10.8,1.08e-08,7.966576244513051
CHEMBL538289,CCc1cccc(N(C)C(=N)Nc2ccccc2C(C)C)c1.Cl,362.0,3.6200000000000004e-07,6.441291429466834
CHEMBL543192,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2Br)c1.Cl,203.0,2.03e-07,6.692503962086787
CHEMBL538052,CCc1cccc(N(C)C(=N)Nc2cc(SC)cc(CC)c2Cl)c1.Cl,309.0,3.0900000000000003e-07,6.510041520575165
CHEMBL538283,CCc1cccc(N(C)C(=N)Nc2cccc(Br)c2)c1.Cl,40.0,4e-08,7.3979400086720375
CHEMBL545079,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(C(F)(F)F)c2Cl)c1.Cl,200.0,2.0000000000000002e-07,6.698970004336019
CHEMBL545545,CCc1cccc(N(C)C(=N)Nc2ccc(Cl)c(Cl)c2)c1.Cl,39.0,3.9000000000000005e-08,7.4089353929735005
CHEMBL538036,CCc1cccc(NC(=N)Nc2ccccc2CC)c1.Cl,18.5,1.85e-08,7.732828271596986
CHEMBL544144,CCc1cccc(N(C)C(=N)Nc2cc(C(F)(F)F)cc(CC)c2Br)c1.Cl,205.0,2.0500000000000002e-07,6.688246138944246
CHEMBL545542,CCc1cccc(N(C)C(=N)Nc2cc(Br)cc(CC)c2Br)c1.Cl,40.2,4.02e-08,7.39577394691553
CHEMBL552829,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2F)c1.Cl,7.4,7.400000000000001e-09,8.130768280269024
CHEMBL540326,CCc1cccc(N(C)C(=N)Nc2cc(Cl)cc(C(F)(F)F)c2Cl)c1.Cl,110.0,1.1e-07,6.958607314841775
CHEMBL542959,CCc1cccc(NC(=N)Nc2cc(Cl)cc(Cl)c2)c1.Cl,69.9,6.990000000000001e-08,7.1555228242543185
CHEMBL555698,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2Cl)c1.Cl,97.0,9.700000000000001e-08,7.013228265733755
CHEMBL552831,CCc1cccc(NC(=N)Nc2cc(CC)cc(CC)c2)c1.Cl,8.0,8e-09,8.096910013008056
CHEMBL553749,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2Br)c1.Cl,19.6,1.9600000000000003e-08,7.707743928643524
CHEMBL542478,CCc1cccc(NC(=N)N(C)c2cc(CC)ccc2Cl)c1.Cl,156.0,1.5600000000000002e-07,6.806875401645538
CHEMBL555091,CCc1cccc(N(C)C(=N)Nc2cccc(Cl)c2)c1.Cl,43.5,4.3500000000000006e-08,7.361510743045363
CHEMBL540841,CCc1cccc(NC(=N)Nc2cc(C(F)(F)F)cc(CC)c2F)c1.Cl,23.9,2.39e-08,7.621602099051862
CHEMBL553167,CCc1cccc(NC(=N)N(C)c2cc(Cl)ccc2Cl)c1.Cl,64.0,6.4e-08,7.1938200260161125
CHEMBL543433,CCc1cccc(NC(=N)Nc2c(Cl)cccc2Cl)c1.Cl,14.4,1.4400000000000002e-08,7.841637507904751
CHEMBL555099,CCc1cccc(N(C)C(=N)Nc2ccccc2Br)c1.Cl,125.0,1.2500000000000002e-07,6.903089986991944
CHEMBL542238,CCc1cccc(N(C)C(=N)Nc2cc(CC)cc(CC)c2F)c1.Cl,113.0,1.13e-07,6.94692155651658
CHEMBL542956,CCc1cccc(N(C)C(=N)N(C)c2cc(Cl)ccc2Cl)c1.Cl,39.3,3.93e-08,7.405607449624573
CHEMBL554355,CCc1cccc(NC(=N)Nc2cccc(Cl)c2)c1.Cl,27.0,2.7e-08,7.568636235841013
CHEMBL87321,CNC1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1,21.1,2.1100000000000004e-08,7.675717544702307
CHEMBL553745,CN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,3.47,3.4700000000000002e-09,8.459670525209127
CHEMBL542419,C=CCNC1Cc2ccccc2C(c2ccccc2)C1.Cl,117.0,1.17e-07,6.931814138253839
CHEMBL316267,CN(C)[C@H]1CCc2ccccc2[C@H]1c1ccccc1,2755.0,2.7550000000000003e-06,5.559878396812196
CHEMBL543134,Br.CN(C)C1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,34.3,3.4299999999999996e-08,7.464705879957229
CHEMBL544309,CCN(CC)C1Cc2ccccc2C(c2ccccc2)C1.Cl,4.49,4.490000000000001e-09,8.347753658996677
CHEMBL544078,Cl.NC1Cc2ccccc2C(c2ccccc2)C1,3305.0,3.305e-06,5.480828536178341
CHEMBL540038,C=CCN(C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,8.9,8.9e-09,8.050609993355087
CHEMBL542167,CN(C)[C@@]1(C)Cc2ccccc2[C@H](c2ccccc2)C1.Cl,0.51,5.1e-10,9.292429823902063
CHEMBL538263,Br.NC1Cc2cc(O)c(O)cc2C(c2ccccc2)C1,10000.0,1e-05,5.0
CHEMBL545477,CN(C)[C@H]1Cc2cc(Cl)c(O)cc2[C@H](c2ccccc2)C1.Cl,0.29,2.9e-10,9.537602002101044
CHEMBL2093895,CN(C)[C@]1(C)Cc2ccccc2[C@@H](c2ccccc2)C1.Cl,9.0,9.000000000000001e-09,8.045757490560675
CHEMBL545249,CN(C)C1Cc2cc(Cl)c(O)cc2C(c2ccccc2)C1.Cl,1.4,1.4e-09,8.853871964321762
CHEMBL539274,C=CCN(CC=C)C1Cc2ccccc2C(c2ccccc2)C1.Cl,26.5,2.6500000000000002e-08,7.576754126063192
CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,64.0,6.4e-08,7.1938200260161125
CHEMBL60872,NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12,215.0,2.15e-07,6.667561540084395
CHEMBL300150,Fc1ccc(OCCCN2CCN(c3ncc(F)cn3)CC2)cc1,89.0,8.9e-08,7.050609993355087
CHEMBL59006,NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,52.0,5.2e-08,7.2839966563652006
CHEMBL300556,CC(=O)NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,49.0,4.9e-08,7.309803919971486
CHEMBL58282,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,504.0,5.040000000000001e-07,6.297569463554475
CHEMBL60859,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,112.0,1.1200000000000001e-07,6.950781977329818
CHEMBL61303,O=S(=O)(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,45.0,4.5000000000000006e-08,7.346787486224656
CHEMBL300351,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,1520.0,1.52e-06,5.818156412055227
CHEMBL301642,CC(=O)OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,227.0,2.27e-07,6.6439741428068775
CHEMBL57297,O=C(OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccccc1,3500.0,3.5000000000000004e-06,5.455931955649724
CHEMBL58283,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1)c1ccc(F)cc1,2.0,2e-09,8.698970004336019
CHEMBL61177,OC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12,88.0,8.800000000000001e-08,7.055517327849832
CHEMBL293364,O=C(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1)c1ccc(F)cc1,100.0,1.0000000000000001e-07,7.0
CHEMBL58566,O=S(=O)(NC(CCCN1CCN(c2ncc(F)cn2)CC1)c1ccc(F)c2ccccc12)c1ccc(F)cc1,1.0,1e-09,9.0
CHEMBL61304,Fc1cnc(N2CCN(CCCCc3ccc(F)c4ccccc34)CC2)nc1,213.0,2.1300000000000001e-07,6.671620396561262
CHEMBL60814,Fc1ccc(CCCCN2CCN(c3ncc(F)cn3)CC2)cc1,23.0,2.3e-08,7.638272163982407
CHEMBL57606,OC(CCCN1CCN(c2ncc(F)cn2)CC1)C1CCCCC1,12.0,1.2000000000000002e-08,7.920818753952375
CHEMBL58601,Fc1ccc(SCCCN2CCN(c3ncc(F)cn3)CC2)cc1,51.0,5.1e-08,7.292429823902063
CHEMBL322275,COc1cccc2c1CCCC2CCCN1CCN(c2ccccc2)CC1,198.0,1.98e-07,6.703334809738469
CHEMBL424125,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)CCC2,64.1,6.41e-08,7.193141970481182
CHEMBL174300,COc1ccccc1N1CCN(CC/C=C2\CCCc3ccccc32)CC1,55.0,5.5e-08,7.259637310505756
CHEMBL367723,COc1ccc2c(c1)C(CCCN1CCN(c3cccc(C(F)(F)F)c3)CC1)CCC2,87.5,8.750000000000001e-08,7.057991946977687
CHEMBL172363,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)CCC2,92.8,9.28e-08,7.032452023781138
CHEMBL171181,COc1ccc2c(c1)C(CCCN1CCN(c3ccccn3)CC1)CCC2,125.0,1.2500000000000002e-07,6.903089986991944
CHEMBL148055,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccc2)CC1,54.4,5.4400000000000004e-08,7.26440110030182
CHEMBL444590,COc1cccc2c1CCCC2CCCN1CCN(c2ccccn2)CC1,67.5,6.75e-08,7.170696227168975
CHEMBL108241,COc1ccccc1N1CCN(CCNC2CCCc3c(OC)cccc32)CC1,151.0,1.5100000000000002e-07,6.82102305270683
CHEMBL54,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,5.64,5.64e-09,8.248720896016657
CHEMBL172556,COc1ccc2c(c1)C(SCCN1CCN(c3ccccc3OC)CC1)CCC2,138.0,1.3800000000000002e-07,6.860120913598763
CHEMBL175300,COc1cccc2c1CCC=C2CCCN1CCN(c2ccccn2)CC1,52.0,5.2e-08,7.2839966563652006
CHEMBL140406,COc1cccc2c1CCC/C2=C\CCN1CCN(c2ccccn2)CC1,99.1,9.91e-08,7.003926345514724
CHEMBL366459,COc1ccc2c(c1)C(CCCCN1CCN(c3ccccc3OC)CC1)=CCC2,53.5,5.35e-08,7.2716462179787715
CHEMBL172161,COc1ccccc1N1CCN(CCCC2=CCCc3c(OC)cccc32)CC1,33.0,3.3000000000000004e-08,7.481486060122112
CHEMBL49,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,263.0,2.63e-07,6.580044251510242
CHEMBL367435,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3OC)CC1)=CCC2,228.0,2.28e-07,6.642065152999546
CHEMBL277302,COc1ccc2c(c1)C(CCCN1CCN(c3ccccn3)CC1)=CCC2,246.0,2.46e-07,6.609064892896621
CHEMBL143110,COc1ccc2c(c1)C(CCCN1CCN(c3ccccc3)CC1)=CCC2,173.0,1.73e-07,6.761953896871205
CHEMBL26929,COc1ccccc1N1CCN(CCCC2CCCc3c(OC)cccc32)CC1,59.9,5.99e-08,7.2225731776106885
CHEMBL174083,COc1ccccc1N1CCN(CCCC2CCCc3ccsc32)CC1,9.7,9.7e-09,8.013228265733755
CHEMBL173190,COc1ccccc1N1CCN(CC/C=C2\CCCc3c(OC)cccc32)CC1,52.2,5.2200000000000004e-08,7.282329496997738
CHEMBL288623,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(n4c(O)nc5ccccc54)CC3)cc12,369.0,3.6900000000000004e-07,6.432973633840939
CHEMBL289767,O=c1cc(-c2ccccc2Cl)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,47.0,4.7000000000000004e-08,7.327902142064283
CHEMBL286353,CN(C)CCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,227.0,2.27e-07,6.6439741428068775
CHEMBL37508,O=c1cc(-c2ccccc2)oc2ccc(OCCCCN3CCC(O)CC3)cc12,337.0,3.37e-07,6.4723700991286615
CHEMBL288933,O=c1cc(-c2ccccc2)oc2cc(OCCCCN3CCC(O)CC3)ccc12,33.0,3.3000000000000004e-08,7.481486060122112
CHEMBL340532,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc2c(c1)OCO2,281.0,2.8100000000000004e-07,6.55129368009492
CHEMBL38322,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCOCC3)cc12,713.0,7.13e-07,6.146910470148135
CHEMBL39445,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,100.0,1.0000000000000001e-07,7.0
CHEMBL39941,O=c1cc(-c2ccccc2)oc2cc(OCCCCCN3CCC(O)CC3)ccc12,55.0,5.5e-08,7.259637310505756
CHEMBL291300,O=c1cc(-c2ccccc2)oc2c(OCCCCCCN3CCC(O)CC3)cccc12,36.0,3.6000000000000005e-08,7.443697499232712
CHEMBL446358,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)c(F)c1,235.0,2.3500000000000003e-07,6.628932137728263
CHEMBL6224,C1=C(c2ccccc2)CCNC1,1000.0,1.0000000000000002e-06,6.0
CHEMBL38514,O=c1cc(-c2cccc(Cl)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,156.0,1.5600000000000002e-07,6.806875401645538
CHEMBL39615,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCCN3CCC(O)CC3)cc12,79.0,7.9e-08,7.102372908709558
CHEMBL287975,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCOCC3)cc12,239.0,2.39e-07,6.621602099051862
CHEMBL40676,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,101.0,1.01e-07,6.995678626217358
CHEMBL412640,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,55.0,5.5e-08,7.259637310505756
CHEMBL35714,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCCN3CCC(O)CC3)ccc12,22.0,2.2000000000000002e-08,7.657577319177793
CHEMBL126086,COc1ccc(C(=O)CCN2CC=C(c3ccc(Cl)cc3)CC2)cc1OC,495.0,4.95e-07,6.305394801066432
CHEMBL38897,CN(CCO)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,242.0,2.42e-07,6.616184634019569
CHEMBL39163,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,119.0,1.1900000000000001e-07,6.924453038607469
CHEMBL37468,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ccccn3)cc12,235.0,2.3500000000000003e-07,6.628932137728263
CHEMBL37186,CN(C)CCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,165.0,1.65e-07,6.782516055786093
CHEMBL39713,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCC3CCNC(CCO)C3)cc12,16.0,1.6e-08,7.795880017344075
CHEMBL38983,CN(C)CCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,408.0,4.08e-07,6.38933983691012
CHEMBL36928,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,119.0,1.1900000000000001e-07,6.924453038607469
CHEMBL35828,CN(C)CCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,334.0,3.34e-07,6.476253533188435
CHEMBL38047,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,210.0,2.1e-07,6.6777807052660805
CHEMBL39480,CC(C)Cc1cc(=O)c2cc(OCCCCCN3CCC(O)CC3)ccc2o1,139.0,1.3900000000000001e-07,6.856985199745905
CHEMBL338181,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccccc1,4.0,4e-09,8.397940008672037
CHEMBL38809,CN(CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1)Cc1ccccc1,52.0,5.2e-08,7.2839966563652006
CHEMBL38023,COc1ccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)cc1,493.0,4.93e-07,6.30715308072277
CHEMBL126437,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(F)cc1,23.0,2.3e-08,7.638272163982407
CHEMBL38392,CN(C)CCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,529.0,5.29e-07,6.276544327964814
CHEMBL434593,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCCN3CCC(O)CC3)c12,116.0,1.16e-07,6.935542010773082
CHEMBL36966,CN(C)CCCCCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,297.0,2.97e-07,6.527243550682788
CHEMBL432859,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCCCC3)cc12,24.0,2.4000000000000003e-08,7.619788758288394
CHEMBL418239,CN(C)CCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,590.0,5.900000000000001e-07,6.229147988357855
CHEMBL39638,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCCN3CCC(O)CC3)cc12,142.0,1.42e-07,6.847711655616943
CHEMBL37138,O=c1cc(-c2ccccc2Cl)oc2ccc(OCCCCCCN3CCCCC3)cc12,60.0,6.000000000000001e-08,7.221848749616356
CHEMBL130526,CCN(CC)CCC(=O)c1ccccc1,1250.0,1.25e-06,5.903089986991944
CHEMBL37470,COc1c(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,93.0,9.300000000000001e-08,7.031517051446065
CHEMBL340401,O=C(CCN1CCC(c2ccccc2)CC1)c1ccccc1,7.0,7.000000000000001e-09,8.154901959985743
CHEMBL36491,O=c1cc(-c2cccs2)oc2ccc(OCCCCCCN3CCCCC3)cc12,72.0,7.200000000000001e-08,7.142667503568731
CHEMBL129521,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1,158.0,1.58e-07,6.801342913045577
CHEMBL125913,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,25.0,2.5000000000000002e-08,7.6020599913279625
CHEMBL39053,O=C1NCN(c2ccccc2)C12CCN(CCCCCCOc1ccc3oc(-c4ccccc4)cc(=O)c3c1)CC2,1200.0,1.2000000000000002e-06,5.920818753952375
CHEMBL40113,Cc1c(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,84.0,8.400000000000001e-08,7.075720713938118
CHEMBL126684,O=C(CCN1CC=C(c2ccc(F)cc2)CC1)c1ccc(Br)cc1,66.0,6.600000000000001e-08,7.180456064458132
CHEMBL38565,O=c1cc(-c2ccc(F)cc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,95.0,9.5e-08,7.022276394711152
CHEMBL38952,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCCN3CCC(O)CC3)ccc12,16.0,1.6e-08,7.795880017344075
CHEMBL101664,Clc1ccc(C2=CCNCC2)cc1,50.0,5.0000000000000004e-08,7.301029995663981
CHEMBL38264,O=c1cc(-c2ccccc2)oc2ccc(OCCCN3CCC(O)CC3)cc12,130.0,1.3e-07,6.886056647693163
CHEMBL40278,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCC(O)C3)cc12,86.0,8.6e-08,7.0655015487564325
CHEMBL39584,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNCC3c3ncccn3)cc12,1630.0,1.63e-06,5.787812395596042
CHEMBL288466,O=c1cc(C2CCCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,26.0,2.6e-08,7.585026652029182
CHEMBL127067,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Br)cc1,100.0,1.0000000000000001e-07,7.0
CHEMBL412429,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCN3CCC(O)CC3)c12,54.0,5.4e-08,7.267606240177032
CHEMBL289924,O=c1cc(-c2ccncc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,159.0,1.59e-07,6.798602875679548
CHEMBL40115,O=c1cc(C2CCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,61.0,6.1e-08,7.214670164989233
CHEMBL38585,CN(C)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,432.0,4.32e-07,6.364516253185088
CHEMBL420344,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,500.0,5.000000000000001e-07,6.301029995663981
CHEMBL39202,O=c1cc(-c2ccc(Cl)cc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,195.0,1.95e-07,6.709965388637482
CHEMBL37256,O=c1cc(C2CCC2)oc2ccc(OCCCCCCN3CCCCC3)cc12,51.0,5.1e-08,7.292429823902063
CHEMBL39809,O=c1cc(-c2ccccc2)oc2cc(OCCCCCCN3CCC(O)CC3)ccc12,45.0,4.5000000000000006e-08,7.346787486224656
CHEMBL37088,CN(C)CCOc1ccc2c(=O)cc(-c3ccccc3)oc2c1,605.0,6.05e-07,6.218244625347531
CHEMBL38708,CCOC(=O)C1CCN(CCCCCCOc2ccc3oc(-c4ccccc4)cc(=O)c3c2)CC1,164.0,1.64e-07,6.785156151952302
CHEMBL288148,COc1ccc(-c2cc(=O)c3cc(OCCCCCCN4CCC(O)CC4)ccc3o2)cc1,254.0,2.54e-07,6.5951662833800615
CHEMBL440606,Cc1c(-c2ccccc2)oc2ccc(OCCC/C=C/CN3CCC(O)CC3)cc2c1=O,99.0,9.9e-08,7.00436480540245
CHEMBL40897,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCCC3)cc12,84.0,8.400000000000001e-08,7.075720713938118
CHEMBL290612,O=c1cc(-c2ccncc2)oc2ccc(OCCCCCCN3CCCCC3)cc12,67.0,6.7e-08,7.173925197299173
CHEMBL40016,O=c1cc(-c2ccccc2)oc2cccc(OCCCCN3CCC(O)CC3)c12,58.0,5.8e-08,7.236572006437063
CHEMBL39001,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CC=C(c4ccc(Cl)cc4)CC3)cc12,49.0,4.9e-08,7.309803919971486
CHEMBL130357,O=C(CCN1CC=C(c2ccccc2)CC1)c1ccccc1,8.0,8e-09,8.096910013008056
CHEMBL39233,COc1cccc(-c2cc(=O)c3cc(OCCCCCCN4CCC(O)CC4)ccc3o2)c1,76.0,7.6e-08,7.119186407719209
CHEMBL37149,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCN3CCC(O)CC3)cc12,217.0,2.1700000000000002e-07,6.66354026615147
CHEMBL126738,CCCN(CCC)CCC(=O)c1ccccc1,1250.0,1.25e-06,5.903089986991944
CHEMBL38896,CCOC(=O)C1CCCN(CCCCCCOc2ccc3oc(-c4ccccc4)cc(=O)c3c2)C1,155.0,1.55e-07,6.809668301829708
CHEMBL38460,O=c1cc(-c2cccc(F)c2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,129.0,1.29e-07,6.889410289700751
CHEMBL36675,NCCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,2100.0,2.1000000000000002e-06,5.6777807052660805
CHEMBL38862,Cc1c(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O,36.0,3.6000000000000005e-08,7.443697499232712
CHEMBL39583,O=c1cc(C2CCCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,88.0,8.800000000000001e-08,7.055517327849832
CHEMBL129452,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1,0.5,5e-10,9.301029995663981
CHEMBL289896,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCC(O)(c4ccc(Cl)cc4)CC3)cc12,109.0,1.0900000000000001e-07,6.962573502059376
CHEMBL435211,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1F,400.0,4.0000000000000003e-07,6.3979400086720375
CHEMBL340541,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccc(Cl)c(Cl)c1,158.0,1.58e-07,6.801342913045577
CHEMBL38323,CCN(CC)CCCCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,91.0,9.100000000000001e-08,7.040958607678906
CHEMBL38547,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCN(c4ccc(Cl)cc4)CC3)cc12,80.0,8e-08,7.096910013008056
CHEMBL289702,CC1CCN(CCCCCCOc2ccc3oc(-c4ccccc4)cc(=O)c3c2)CC1,25.0,2.5000000000000002e-08,7.6020599913279625
CHEMBL129695,O=C(CCN1CC=C(c2ccc(Cl)cc2)CC1)c1ccccc1Cl,105.0,1.05e-07,6.978810700930062
CHEMBL38665,O=c1cc(-c2ccccc2)oc2cccc(OCCCN3CCC(O)CC3)c12,125.0,1.2500000000000002e-07,6.903089986991944
CHEMBL37150,O=c1cc(C2CCCC2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,51.0,5.1e-08,7.292429823902063
CHEMBL50115,CN(C)CCC(=O)c1ccccc1,5000.0,5e-06,5.301029995663981
CHEMBL291132,O=c1cc(-c2ccccc2)oc2ccc(OCCCCCCN3CCNC(CCO)C3)cc12,63.0,6.300000000000001e-08,7.200659450546418
CHEMBL37410,COc1cccc(-c2cc(=O)c3cc(OCCCCCN4CCC(O)CC4)ccc3o2)c1,320.0,3.2e-07,6.494850021680094
CHEMBL39203,O=c1cc(-c2cccnc2)oc2ccc(OCCCCCCN3CCC(O)CC3)cc12,194.0,1.9400000000000002e-07,6.7121982700697735
CHEMBL38294,O=c1cc(-c2ccccc2)oc2cccc(OCCCCCCCN3CCC(O)CC3)c12,36.0,3.6000000000000005e-08,7.443697499232712
CHEMBL287894,CN(C)CCCCOc1ccc2oc(-c3ccccc3)cc(=O)c2c1,720.0,7.200000000000001e-07,6.142667503568731
CHEMBL412674,Cc1ccccc1NC(=N)N(C)c1ccccc1C,6280.0,6.28e-06,5.2020403562628035
CHEMBL314423,CCc1cccc(NC(=N)N2CCc3ccccc32)c1,341.0,3.41e-07,6.467245621007502
CHEMBL79437,CCCc1cccc(NC(=N)Nc2cccc(CCC)c2)c1,42.0,4.2000000000000006e-08,7.376750709602099
